Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1573857288.882983,60206,691,684318190,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.003994741635118857,0.025699504519264647,0.0035952674716069714,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.35990654296875,1.1875240234375,8.712499841308594,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857288.8850608,60207,691,694318260,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0014647385995435807,0.03036003642690331,0.005858954398174323,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.9129671264648436,1.0965443603515623,8.441955053710936,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857288.895501,60208,691,704317880,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0011984224905356572,0.005858954398174323,0.007590009106725828,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.908178723144531,1.0271125122070313,8.348581188964843,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857288.905121,60209,691,714317840,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0035952674716069714,-0.024767398137736915,0.010253170196805066,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.695094775390625,1.0869675537109373,8.451531860351562,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857288.914963,60210,691,724317880,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.011584750741844684,-0.014381069886427886,0.012916331286884304,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.1228805786132812,1.0390835205078124,8.14028564453125,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857288.9251544,60211,691,734317910,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.015446334322459582,0.02436792397422503,0.011451592687340723,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.1468225952148436,1.0654197387695312,8.339004382324218,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857288.9350495,60212,691,744318260,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.018775285685058627,0.0447411063133312,0.009321063815277333,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.8746598999023436,0.9864110839843749,8.271966735839843,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857288.9453595,60213,691,754317900,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.014913702104443732,0.03022687837239935,0.01265001517787638,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-2.1308394775390624,1.1133037719726562,8.461108666992187,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857288.9554696,60214,691,764317860,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.019840550121090324,-0.012783173232380343,0.013049489341388266,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.9201497314453124,0.93852705078125,8.343792785644531,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857288.9829571,60215,691,774318260,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.022237395102161637,-0.020639498448114094,0.013582121559404116,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.3479355346679687,1.1276689819335937,8.319850769042969,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857288.9841516,60216,691,784318050,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02330265953819333,0.0042610577441267805,0.008522115488253561,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.20667763671875,1.2018892333984375,8.44674345703125,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857288.9851558,60217,691,794318260,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02024002428460221,0.022903185374681445,0.009587379924285258,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.7190367919921874,1.3239935180664062,8.36294639892578,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857288.9956708,60218,691,804318100,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.018642127630554665,0.016644756812995237,0.01384843766841204,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.9776105712890624,1.3575123413085937,8.547299926757812,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.0049374,60219,691,814318170,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.016378440703987314,-0.02157160482964183,0.011851066850852611,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.7932570434570312,1.3814543579101561,8.513781103515624,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.015102,60220,691,824318260,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01810949541253882,-0.03368898778950236,0.00972053797878922,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.3646949462890625,1.656787548828125,8.590395556640624,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.0250099,60221,691,834318230,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.019840550121090324,-0.006791060779702058,0.0066579027251980945,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.0869675537109373,1.6424223388671875,8.542511523437499,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.0347786,60222,691,844318260,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01344896350490015,0.026365294791784455,0.006125270507182248,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.4891934326171874,1.6519991455078125,8.650250598144531,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.045476,60223,691,854317880,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.008522115488253561,0.03209109113545482,0.00972053797878922,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.8698714965820311,1.707065783691406,8.82981572265625,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.0553992,60224,691,864317840,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.00905474770626941,-0.007057376888709981,0.00692421883420602,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.7190367919921874,1.7118541870117185,8.576030346679687,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.0852938,60225,691,874317900,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0049268480166465905,-0.030093720317895388,0.0042610577441267805,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.47482822265625,1.7214309936523438,8.872911352539061,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.0853248,60226,691,884318260,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0009321063815277333,-0.009986854087797143,0.0023968449810713144,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.13006318359375,1.6041151123046875,8.652644799804687,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.085809,60227,691,894318210,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.003728425526110933,0.025699504519264647,0.0022636869265673524,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.438915197753906,1.5969325073242187,8.844180932617187,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.095396,60228,691,904317910,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0023968449810713144,0.011717908796348646,0.0002663161090079238,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.7334020019531249,1.465251416015625,8.700528833007812,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.105473,60229,691,914318260,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0018642127630554665,-0.015845808485971467,0.003062635253591124,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.7190367919921874,1.5107412475585937,8.544905725097657,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.1152792,60230,691,924318110,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0002663161090079238,-0.02077265650261806,0.008522115488253561,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.3192051147460937,1.5658078857421873,8.463502868652343,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.1251626,60231,691,934317880,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0033289513625990473,0.0073236929977179045,0.0007989483270237714,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.1851298217773436,1.5179238525390624,8.492233288574218,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.1355188,60232,691,944317990,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0002663161090079238,0.01597896654047543,-0.0002663161090079238,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.5155296508789062,1.3263877197265623,8.722076647949219,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.1454911,60233,691,954318260,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0029294771990871615,0.01384843766841204,0.0005326322180158476,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.7956512451171873,1.5658078857421873,8.576030346679687,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.1557107,60234,691,964318190,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0022636869265673524,0.0006657902725198095,-0.001331580545039619,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.458068811035156,1.6160861206054686,8.422801440429687,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.1804883,60235,691,974317880,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0033289513625990473,-0.001331580545039619,0.0038615835806148956,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.3192051147460937,1.5490484741210937,8.137891442871092,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.1810768,60236,691,984317860,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0005326322180158476,0.005326322180158476,0.001331580545039619,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.2737152832031249,1.5346832641601562,8.40843623046875,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.185137,60237,691,994317840,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0011984224905356572,0.010918960469324876,0.0001331580545039619,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.5849614990234373,1.3263877197265623,8.434772448730468,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.1951396,60238,692,4318250,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.005858954398174323,0.003994741635118857,0.002530003035575276,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.6927005737304686,1.3455413330078123,8.348581188964843,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.2050307,60239,692,14317880,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0021305288720633903,-0.007856325215733753,0.007989483270237714,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.4891934326171874,1.2665326782226562,8.403647827148436,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.2148907,60240,692,24317830,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.004793689962142629,-0.0167779148674992,0.007190534943213943,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.3359645263671873,1.1156979736328125,8.300697155761718,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.2250116,60241,692,34318250,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.004394215798630743,0.0018642127630554665,0.0029294771990871615,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.2401964599609374,1.0558429321289062,8.437166650390624,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.2348957,60242,692,44318220,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.004660531907638666,0.016378440703987314,0.0055926382891664,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.5969325073242187,0.9217676391601562,8.377311608886718,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.2452145,60243,692,54318250,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.001731054708551505,0.019041601794066554,0.009587379924285258,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.6639701538085936,0.7445967163085937,8.530540515136718,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.255354,60244,692,64318250,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.008122641324741676,0.0001331580545039619,0.013981595722916,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.4915876342773438,0.9576806640625,8.422801440429687,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.281428,60245,692,74317860,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.009853696033293181,-0.0038615835806148956,0.015579492376963544,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.484405029296875,1.0079588989257813,8.2743609375,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.2819233,60246,692,84317870,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.016644756812995237,-0.00692421883420602,0.013715279613908078,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.5131354492187499,0.9648632690429687,8.590395556640624,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.2848487,60247,692,94318110,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.010918960469324876,0.0038615835806148956,0.017710021249026934,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.5466542724609373,0.967257470703125,8.559270935058594,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.294857,60248,692,104317860,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.013582121559404116,0.007456851052221866,0.0223705531566656,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.458068811035156,1.1109095703125,8.48505068359375,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.3050191,60249,692,114317900,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0055926382891664,-0.0005326322180158476,0.02170476288414579,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.6448165405273436,1.2114660400390624,8.449137658691406,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.3150868,60250,692,124317830,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.011717908796348646,0.0009321063815277333,0.024767398137736915,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.5059528442382812,1.4173673828125,8.528146313476562,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.324946,60251,692,134318160,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.011052118523828838,0.0011984224905356572,0.021305288720633905,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.5059528442382812,1.4030021728515625,8.571241943359375,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.334879,60252,692,144317870,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.007456851052221866,0.0005326322180158476,0.017976337358034857,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.7262193969726563,1.455674609375,8.681375219726561,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.345005,60253,692,154318250,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0002663161090079238,0.006125270507182248,0.021305288720633905,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.3120225097656248,1.4437036010742186,8.652644799804687,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.355144,60254,692,164317930,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0014647385995435807,0.01597896654047543,0.026232136737280493,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.426944189453125,1.3910311645507811,8.571241943359375,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.3777764,60255,692,174317860,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.005459480234662438,0.014514227940931847,0.026631610900792378,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.4891934326171874,1.4963760375976562,8.63109698486328,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.3781545,60256,692,184318000,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.004793689962142629,0.008522115488253561,0.023702133701705222,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.7357962036132812,1.3718775512695311,8.358157995605469,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.3851645,60257,692,194317840,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0031957933080950856,-0.0049268480166465905,0.02170476288414579,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.8842367065429686,1.1468225952148436,8.59997236328125,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.395316,60258,692,204318220,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.006791060779702058,-0.02024002428460221,0.023036343429185407,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.4987702392578124,1.2737152832031249,8.609549169921875,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.4050994,60259,692,214317860,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.007856325215733753,-0.009587379924285258,0.028096349500335963,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.2713210815429687,1.2330138549804688,8.616731774902343,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.4150937,60260,692,224317830,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01251685712337242,0.010785802414820914,0.02769687533682408,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.2785036865234374,1.2689268798828124,8.511386901855468,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.4250126,60261,692,234317830,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.019307917903074477,0.0167779148674992,0.019041601794066554,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.678335363769531,1.2521674682617188,8.473079675292968,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.4352663,60262,692,244317830,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.018642127630554665,0.009321063815277333,0.02250371121116956,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-2.013523596191406,1.1827356201171875,8.583212951660157,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.445389,60263,692,254317940,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.017976337358034857,-0.0033289513625990473,0.023702133701705222,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.7693150268554687,1.2401964599609374,8.458714465332031,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.455615,60264,692,264317850,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02423476591972107,-0.008788431597261486,0.02503371424674484,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.438915197753906,1.4053963745117186,8.671798413085938,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.4768333,60265,692,274317990,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.027563717282320117,-0.002663161090079238,0.02783003339132804,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.43652099609375,1.5921441040039062,8.276755139160155,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.4768484,60266,692,284317850,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02609897868277653,0.0014647385995435807,0.023036343429185407,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.649604943847656,1.3718775512695311,8.391676818847655,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1573857289.4848983,60267,692,294317850,/os1_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.019973708175594285,0.0038615835806148956,0.02170476288414579,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-1.62805712890625,1.6160861206054686,8.767566479492187,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
